Thickness_m,Fiber_Curvature,Air_Velocity_ms,Pressure_Drop_Pa,Efficiency_Percentage,Safety_Status
0.044000000000000004,0.6,2.5,207.05429063404478,98.0061984439859,FAIL
0.044000000000000004,0.7000000000000001,2.5,228.05801428059047,98.00632591845493,FAIL
0.044000000000000004,0.8,2.5,255.54207491517957,98.00549360899568,FAIL
0.044000000000000004,0.9,2.5,288.80675236747396,97.99923605590146,FAIL
0.045,0.1,2.5,144.53402352680644,97.99710728779196,FAIL
0.045,0.2,2.5,154.09302068648248,98.00283708506558,FAIL
0.045,0.30000000000000004,2.5,165.52557415011802,98.00584859232795,FAIL
0.045,0.4,2.5,179.01041236120835,98.00670138975279,FAIL
0.045,0.5,2.5,194.33008390422518,98.00602070304815,FAIL
0.045,0.6,2.5,211.76528353738715,98.00532566697059,FAIL
0.045,0.7000000000000001,2.5,233.29904363960674,98.00560119812944,FAIL
0.045,0.8,2.5,261.4664429994811,98.00506716312822,FAIL
0.045,0.9,2.5,295.40912600813124,97.99897411988584,FAIL
0.046,0.1,2.5,147.64944767183425,97.99792669286425,FAIL
0.046,0.2,2.5,157.49060104206515,98.0038510017544,FAIL
0.046,0.30000000000000004,2.5,169.212942247866,98.00627671546465,FAIL
0.046,0.4,2.5,182.99842515265172,98.006186757546,FAIL
0.046,0.5,2.5,198.63898681219635,98.0048030308484,FAIL
0.046,0.6,2.5,216.46883367187218,98.00398914327505,FAIL
0.046,0.7000000000000001,2.5,238.53930378784213,98.00463017959194,FAIL
0.046,0.8,2.5,267.3698794689878,98.0045676525762,FAIL
0.046,0.9,2.5,301.92845129725185,97.99872477391337,FAIL
0.047,0.1,2.5,150.7197762608724,97.99847181847727,FAIL
0.047,0.2,2.5,160.84491693905414,98.00436271961388,FAIL
0.047,0.30000000000000004,2.5,172.8593274966558,98.00601070385075,FAIL
0.047,0.4,2.5,186.94827051959285,98.00491084458535,FAIL
0.047,0.5,2.5,202.91690602910327,98.00291734881132,FAIL
0.047,0.6,2.5,221.15291303942467,98.00219532893279,FAIL
0.047,0.7000000000000001,2.5,243.76333520620227,98.0034363838747,FAIL
0.047,0.8,2.5,273.2300145553699,98.0040177515759,FAIL
0.047,0.9,2.5,308.3333379873046,97.99850084572758,FAIL
0.048,0.1,2.5,153.73535843563047,97.99861222178905,FAIL
0.048,0.2,2.5,164.14448145013367,98.00424067837929,FAIL
0.048,0.30000000000000004,2.5,176.45174954869708,98.00494698926373,FAIL
0.048,0.4,2.5,190.84615456208564,98.00281686004435,FAIL
0.048,0.5,2.5,207.14953872550927,98.00035371834674,FAIL
0.048,0.6,2.5,225.80166932652372,97.99996495724098,FAIL
0.048,0.7000000000000001,2.5,248.95110462692048,98.00204948892281,FAIL
0.048,0.8,2.5,279.0195835067759,98.00343982858188,FAIL
0.048,0.9,2.5,314.5879173850946,97.9983114721059,FAIL
0.049,0.1,2.5,156.68549592454644,97.99822529797851,FAIL
0.049,0.2,2.5,167.37644062829418,98.00337029796894,FAIL
0.049,0.30000000000000004,2.5,179.9754497893987,98.00300570994392,FAIL
0.049,0.4,2.5,194.67596165245337,97.99987320050282,FAIL
0.049,0.5,2.5,211.31954034242676,97.99712306765322,FAIL
0.049,0.6,2.5,230.39536802568898,97.99733154247784,FAIL
0.049,0.7000000000000001,2.5,254.07798654157756,98.00050344656616,FAIL
0.049,0.8,2.5,284.7065364723742,98.00285436439185,FAIL
0.049,0.9,2.5,320.6521457972037,97.99816110843093,FAIL
0.05,0.1,2.5,159.55852709115817,97.99720141359315,FAIL
0.05,0.2,2.5,170.52667419101758,98.00165839728157,FAIL
0.05,0.30000000000000004,2.5,183.4140013628708,98.00013344496375,FAIL
0.05,0.4,2.5,198.41935662777195,97.99607409804551,FAIL
0.05,0.5,2.5,215.4066092337522,97.99325608382202,FAIL
0.05,0.6,2.5,234.91048121720883,97.99433935037607,FAIL
0.05,0.7000000000000001,2.5,259.1149166143502,97.99883442307792,FAIL
0.05,0.8,2.5,290.2543311391118,98.00227844112516,FAIL
0.05,0.9,2.5,326.48227944612205,97.99804872000742,FAIL
